word,definition,Example Sentence
ureia, Um dos princípios imediatos da urina. (Cp. _urina_) ,"Tal como os répteis, as aves são seres uricotélicos; isto é, os seus rins filtram os resíduos nitrogenados da corrente sanguínea e excretam-nos na forma de ácido úrico (em vez de ureia ou amoníaco) ao longo dos uréteres até ao intestino."
ureter,,"Entres as características herdadas se encontram aumento do investimento no cuidado das crias, fertilização interna, derivados queratinizados da pele, rins metanefros com ureter específico, respiração pulmonar avançada, e o papel decisivo dos ossos dérmicos na morfologia do crânio."
urologia," Tratado da urina, da sua constituição e das suas alterações mórbidas. ","Em 1927, formou-se em medicina pela Universidade Federal de Minas Gerais (UFMG), e em 1930 especializou-se em urologia em Paris."
urologia," Tratado da urina, da sua constituição e das suas alterações mórbidas. ","Em 1927, formou-se em medicina pela Universidade Federal de Minas Gerais (UFMG), e em 1930 especializou-se em urologia em Paris."
vacinação, Acto ou efeito de vacinar. ,"Em 2014, Angola lançou uma campanha nacional de vacinação contra o sarampo, alargada a todas as crianças com menos de 10 anos e que pretende percorrer todas as 18 províncias do País."
válvula," Valva pequena. Qualquer dobra membranosa que, nos vasos sanguíneos, obsta ao refluxo dos líquidos, gradua o curso do sangue, etc. Espécie de tampa, que fecha por si e hermeticamente um tubo. Placa metálica que, num orifício das máquinas de vapor, evita a explosão, cedendo ao impulso do vapor que superabunda. ",As aurículas e ventrículos de cada lado estão separados entre si por válvulas cardíacas que impedem que o sangue passe de uma câmara para a outra durante a contração.
varicela," Doença infecciosa e contagiosa, ordinariamente benigna, caracterizada por uma erupção de pequenas bolhas, que secam ao cabo de alguns dias. ",Também usado no tratamento da varicela.
vasculatura,,"O glicocálix também consiste em uma ampla gama de enzimas e proteínas que regulam a aderência de leucócitos e trombócitos, uma vez que o seu papel principal na vasculatura é manter a homeostase da parede do plasma e dos vasos."
vasodilatação,,"Quando se verifica um aumento de temperatura no exterior, através de mecanismos homeostáticos de termorregulação, a temperatura é reduzida por processos como a vasodilatação (os capilares aproximam-se da superfície cutânea, havendo uma transferência de energia para o exterior) e a produção de suor, que evapora, diminuindo a temperatura ao nível da pele."
ventilador pulmonar,,"Outro motivo de preocupação crescente é a infecção desenvolvida no ambiente hospitalar, sendo na grande maioria prevista e inevitável principalmente em decorrência de técnicas invasivas como a pneumonia do Ventilador Pulmonar."
ventrículo, Designação de certas cavidades de certos órgãos. Cada uma das duas cavidades inferiores do coração. Cada uma das cinco cavidades no âmago do cérebro. ,"Causey Whittow |local=San Diego |editora=Academic Press}} O coração em si está dividido em duas metades, direita e esquerda, cada uma constituída por uma aurícula e um ventrículo."
vertigem," Estado mórbido, em que ao indivíduo parece que todos os objectos giram em volta dele e que ele proprio gira. Tontura. Desmaio. ",O estado de vertigem que sinaliza o início do transe é conhecido como ''barravento''.
vesícula biliar,,"Hepatologia]] &amp;#x2013; ramo da medicina que trata do fígado, da vesícula biliar e do sistema biliar ."
vírus," Princípio mórbido, inerente a certas doenças contagiosas: _o vírus da difteria_. Veneno de répteis. ","Várias outras moléstias influenciadas pelo clima, como a leishmaniose, febre amarela, filariose, febre do oeste do Nilo, doença de Lyme, ebola e várias arboviroses, provavelmente seguirão neste caminho."
viscosidade," Qualidade do que é viscoso. Propriedade, pela qual as partículas de uma substância aderem reciprocamente. Coisa viscosa. ","A sensação de uma cerveja na boca, tanto a partir da viscosidade do líquido e da carbonatação, também pode ser considerada como parte do estilo da cerveja."
vitamina,,"Como subprodutos da industrialização do abacaxi, obtêm-se álcool, ácido cítrico (citrato), ácido málico, ácido ascórbico (vitamina C), bromelina (enzima proteolítica que entra na composição de diversos medicamentos) e rações para animais; do restante da planta, são aproveitados, industrialmente, as fibras e o amido."
vômito,,"A ingestão dos esporos do carbúnculo provoca sérias dificuldades gastrointestinais, cólica, vômito sanguinolento e diarreia."
zoonose, Designação genérica das doenças dos animais. ,"Outras doenças que estão tendo condições mais favoráveis de difusão em virtude do aquecimento são as zoonoses, aquelas que são típicas de animais mas podem contaminar o homem."
zoopsia,,
zoster,,"Diversas localidades reivindicaram o privilégio de ser seu local de nascimento: Éfeso, Tegyra, Zoster e Creta."
alergologia,,Os testes cutâneo-alérgicos são rápidos e práticos e podem ser feitos no próprio consultório do médico especialista em Alergia e Imunologia e geralmente são suficientes para confirmar o diagnóstico.
anestesiologia,,"O químico e farmacêutico Friedrich Serturner isolou a Morfina do ópio, sendo um marco na medicina e Anestesiologia."
angiologia," Parte da Anatomia, que trata dos vasos. ","Comparativamente, a medicina veterinária tem uma anatomia muito mais abrangente, concentrando-se na anatomia músculo-esquelética, artrologia, esplancnologia, angiologia e neurologia de várias espécies."
cardiologia, Tratado do coração. ,"option=com_content&amp;view=article&amp;id=7298:hospital-do-suburbio-e-destaque-em-revista-nacional&amp;catid=1:noticiascidadaousuario&amp;Itemid=14}} Hospital Santo Antônio (fundado por Irmã Dulce); Hospital Sarah Kubitschek; Hospital Manoel Victorino; Hospital Santa Izabel; Hospital Ana Nery, referência nas áreas de cardiologia, cirurgia vascular, hemodiálise e transplante de órgãos;{{citar web|url=http://www."
cardiologia, Tratado do coração. ,"option=com_content&amp;view=article&amp;id=7298:hospital-do-suburbio-e-destaque-em-revista-nacional&amp;catid=1:noticiascidadaousuario&amp;Itemid=14}} Hospital Santo Antônio (fundado por Irmã Dulce); Hospital Sarah Kubitschek; Hospital Manoel Victorino; Hospital Santa Izabel; Hospital Ana Nery, referência nas áreas de cardiologia, cirurgia vascular, hemodiálise e transplante de órgãos;{{citar web|url=http://www."
cirurgia cardiovascular,,"Nos casos em que é necessária cirurgia cardiovascular, esta pode ser aberta ou, de forma menos invasiva, através da inserção de pequenos arames pelas artérias periféricas, a que se dá o nome de angioplastia coronária."
cirurgia geral,,"O médico, quando nos últimos anos da faculdade de medicina, realiza internato hospitalar em diversas áreas como clínica médica, cirurgia geral, pediatria e ginecologia e obstetrícia."
cirurgia plástica,,"As mamas são vistas por muitos como um indicativo fundamental de feminilidade ou um atrativo sexual, e por causa disso várias mulheres que passam por processos de mastectomia relacionados a câncer têm recorrido à cirurgia plásticas para sua reconstrução."
cirurgia torácica,,html|titulo=Hospital Octávio Mangabeira realiza primeira cirurgia torácica por vídeo da rede SUS na Bahia|publicado=Secretaria de Comunicação Social do Governo do Estado da Bahia|data=16 de julho de 2014|acessodata=16 de julho de 2014|arquivodata=26 de julho de 2014|arquivourl=https://web.
cirurgia vascular,,"option=com_content&amp;view=article&amp;id=7298:hospital-do-suburbio-e-destaque-em-revista-nacional&amp;catid=1:noticiascidadaousuario&amp;Itemid=14}} Hospital Santo Antônio (fundado por Irmã Dulce); Hospital Sarah Kubitschek; Hospital Manoel Victorino; Hospital Santa Izabel; Hospital Ana Nery, referência nas áreas de cardiologia, cirurgia vascular, hemodiálise e transplante de órgãos;{{citar web|url=http://www."
clínica médica,,"Bem como a organização de ajuda humanitária para as vítimas de fome e de surtos de cólera em 1892, ele passou a construir três escolas, um corpo de bombeiros e uma clínica médica, e a doar seus serviços médicos aos camponeses que viviam a quilômetros dali, apesar das frequentes recidivas de sua tuberculose."
coloproctologia,,"text bytes=""1608"" xml:space=""preserve"">'''Coloproctologia''' (do grego antigo: κῶλον, ''kôlon'', 'membro', 'parte de um verso'; πρωκτός, ''prōktós'', 'ânus'; e -λογία, ''logía'', 'estudo') é uma especialidade médica cirúrgica, é o estudo das doenças do intestino grosso (cólon), do reto e ânus."
dermatologia, Tratado da pele. ,"considerado um centro de referência nacional e internacional na área de dermatologia geral e, em particular, da hanseníase."
dermatologia, Tratado da pele. ,"considerado um centro de referência nacional e internacional na área de dermatologia geral e, em particular, da hanseníase."
endocrinologia,,"Alguns fisiologistas como Claude Bernard investigaram as funções químicas e físicas dos organismos vivos, recorrendo a métodos experimentais como a vivissecção e lançando as fundações da biomecânica e da endocrinologia, disciplina em rápida ascensão depois da descoberta da primeira hormona em 1902."
endocrinologia,,"Alguns fisiologistas como Claude Bernard investigaram as funções químicas e físicas dos organismos vivos, recorrendo a métodos experimentais como a vivissecção e lançando as fundações da biomecânica e da endocrinologia, disciplina em rápida ascensão depois da descoberta da primeira hormona em 1902."
endoscopia, Aplicação do endoscópio. ,"lt;ref name=&quot;intro HGray2&quot; /&gt; Os métodos usados incluem a dissecação, na qual um corpo é aberto e seus órgãos estudados, e a endoscopia, na qual um instrumento equipado com uma câmera de vídeo é inserido através de uma pequena incisão na parede do corpo e usado para explorar os órgãos internos e outras estruturas."
endoscopia, Aplicação do endoscópio. ,"lt;ref name=&quot;intro HGray2&quot; /&gt; Os métodos usados incluem a dissecação, na qual um corpo é aberto e seus órgãos estudados, e a endoscopia, na qual um instrumento equipado com uma câmera de vídeo é inserido através de uma pequena incisão na parede do corpo e usado para explorar os órgãos internos e outras estruturas."
gastroenterologia,,"text bytes=""2686"" xml:space=""preserve"">{{Info/Especialidade médica|título=Gastroenterologia|sistema=Digestivo e gástrico|doenças=Gastrite, Síndrome do cólon irritável, Constipação e outros."
gastroenterologia,,"text bytes=""2686"" xml:space=""preserve"">{{Info/Especialidade médica|título=Gastroenterologia|sistema=Digestivo e gástrico|doenças=Gastrite, Síndrome do cólon irritável, Constipação e outros."
genética médica,,"Albino Aroso, Centro Integrado de Cirurgia de Ambulatório e Centro de Genética Médica Doutor Jacinto de Magalhães."
geriatria,,"lt;ref name=GERIATRIA&gt;{{Citar livro|título=Geriatria e Gerontologia do Cão e Gato|autor=Hoskins, Johnny D."
