Front,Extra
" Acto ou efeito de situar. Sítio. Posição. Disposição recíproca das diferentes partes de um todo. Lugar, onde está uma coisa ou pessoa. Fase governamental ou ministerial. O Ministério ou Governo, relativamente à actualidade ou a uma dada época. Posição de um indivíduo, relativamente à sua profissão. Estado financeiro de um indivíduo ou de uma colectividade. Estado ou condição. Lance. Vicissitude; ocorrência.  {c1::situação}","Exemplo: Durante milhares de anos, as pessoas investigaram o espaço e a situação da Terra."
" Carga demasiada. Aquilo que se junta à carga. Aquilo que perturba o equilíbrio da carga. Espécie de cilha, com que se aperta a carga da besta. Marca, que as repartições postais põem nas estampilhas da correspondência.  {c1::sobrecarga}","Exemplo: quote|São autores do crime de importação, ou de tentativa dessa importação, o dono, o capitão ou mestre, o piloto e o contramestre da embarcação, e o sobrecarga."
" Acto ou efeito de socorrer; auxílio. Protecção, amparo.  {c1::socorro}","Exemplo: Entre estas, pode-se destacar a sua luta contra a rainha das amazonas, Pentesileia, que veio com as suas tropas em socorro dos troianos e perdeu a vida às suas mãos."
" Corpo metálico, de que a soda é o óxido.  {c1::sódio}","Exemplo: gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Creutzfeldt-Jakob-Disease-Fact-Sheet|arquivodata=4 de julho de 2017}} A dor pode ser aliviada com opioides, enquanto o clonazepam ou o valproato de sódio podem ajudar com os movimentos involuntários."
"Os hormônios (ou fatores) hipotalâmicos de liberação e de  inibição de maior importância incluem: '''Hormônio liberador de tireotrofina (TRH)''', que ocasiona a liberação do hormônio tireoestimulante; '''Hormônio liberador de corticotrofina (CRH)''', que induz a liberação de adrenocorticotropina; '''Hormônio liberador do hormônio do crescimento (GHRH)''', que promove a  liberação do hormônio do crescimento; '''Hormônio inibidor de GH (Somatostatina)''', de efeito oposto; '''Hormônio liberador de gonadotrofinas (GnRH)''', que causa liberação dos dois hormônios gonadotrópicos, hormônio luteinizante (LH) e hormônio folículo - estimulante (FSH); '''Hormônio inibidor de prolactina (dopamina)''', que causa inibição da secreção de prolactina e o '''Hormônio liberador de prolactina (PRH'''), de efeito contrário.",
Forma afrancesada de _Sunda_.  {c1::sonda},"Exemplo: Outras observações recentes, como a análise da poeira cometária coletada pela sonda espacial ''Stardust'', estão cada vez mais obscurecendo a distinção entre cometas e asteroides,{{citar vídeo|título=Comet dust seems more ‘asteroidy’ |medium=audio podcast |revista=Scientific American |data=25-01-2008|url=http://www."
A compressão do colo do útero com cateter com balão ({c1::sonda foley}) inflado com soro para dilatar o cérvix estimula a liberação de prostaglandinas nos tecidos que iniciam o trabalho de parto.,
"Em caso de necessidade, em crianças mais novas, é possível administrar a solução através de uma {c1::sonda nasogástrica}.",
" Sono imperfeito. Momento de transição, entre o estado de quem dorme e o acordar. Disposição para dormir; modorra.  {c1::sonolência}","Exemplo: Tontura, cefaleia, sonolência."
"Entre outros compositores importantes destacam-se: Alberto Williams (1862-1952), da Argentina, Enrique Soro (1884-1954) e Domingo Santa Cruz Wilson (1899-1987), do Chile, Manuel Ponce (1882-1948), do México, e Eduardo Fabini, do Uruguai.",
"Para aumentar as mamas, algumas mulheres submetem-se a cirurgias plásticas de enchimento interno com silicone ou sacos de {c1::soro fisiológico}.",
"lt;/ref&gt; Para o tratamento de picadas de escorpiões, aranhas e serpentes venenosas, o sorologista Vital Brazil criou os soros antiescorpiônico, antiaracnídeo e antiofídico.",
 O mesmo que _seroterapia_.  {c1::soroterapia},"Exemplo: align=&quot;center&quot;|&quot;por seu trabalho na soroterapia, especialmente sua aplicação contra a difteria, pela qual ele abriu um novo caminho no domínio da ciência médica e, assim, colocou nas mãos do médico uma arma vitoriosa contra as doenças e as mortes&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 1901|url=http://www."
 Acto ou efeito de soterrar^1.  {c1::soterramento},"Exemplo: A teoria biogênica do petróleo sugere que o petróleo extraído da crosta terrestre teria origem comum ao carvão mineral, já que ele também é encontrado soterrado, tendo sido gerados em função do efeito de fossilização de animais e plantas, provocado pela ação de pressão e temperatura muito altas geradas há milhões de anos no processo de soterramento de material orgânico que por algum motivo não entrou na cadeia alimentar antes ou quando foi enterrado."
 Que está por baixo da cútis.  {c1::subcutâneo},Exemplo: Na porção meridional da América do Sul o óleo extraído da gordura subcutânea das capivaras é usado como remédio.
"São comuns, após a ingestão da ''ayahuasca'', relatos de vômitos, {c1::sudorese} e diarreia em uma proporção não muito bem estabelecida, entre os que a experimentam, podendo resultar, segundo alguns pesquisadores, em quadros de desidratação e descompensação eletrolítica, de modo mais agravado em organismos sensíveis, como os de crianças.",
"As ferrovias são o {c1::suporte vital} do país, são monopolizadas pelo Estado e divididas em vários gabinetes ferroviários em diferentes regiões.",
 Acto ou efeito de supurar.  {c1::supuração},"Exemplo: A infecção pode levar a formação de pus, num processo conhecido por supuração."
" Qualidade do que é susceptível. Disposição para sentir influências ou contrair enfermidades. Disposição para se melindrar facilmente; melindre.--Nesta última aceção, o t. é considerado galicismo inútil.  {c1::susceptibilidade}","Exemplo: publicado=Plenum Press|páginas=319–346|ano=1980|isbn=0306403285}} Pessoas com até 25 anos de idade, novos implantes de lentes (que permitem a entrada de mais raios ultravioleta dentro dos olhos do que lentes naturais envelhecidas), Sol em ângulos próximo ao zénite, e observações feitas em alta altitude, são todos fatores que aumentam a susceptibilidade de lesões em observações diretas a olho nu."
" Operação, que consiste em coser os lábios de uma ferida, para os juntar. Juntura. Costura.  {c1::sutura}","Exemplo: html | ano=1988 |obra=Birds of Stanford | editora=Stanford University | acessodata=13 de dezembro de 2007}} com base em: {{Citar livro |título=The Birder's Handbook |autor= Paul Ehrlich, David Dobkin, e Darryl Wheye |ano=1988 |editora=Simon and Schuster |local=Nova Iorque}} Nos adultos, os ossos do crânio estão fundidos entre si e não apresentam suturas cranianas."
 Leito conjugal.  {c1::tálamo},"Exemplo: O '''hipotálamo''' (do grego antigo ὑποθαλαμος, ''sob o tálamo'') é uma região do encéfalo dos mamíferos (tamanho aproximado ao de uma amêndoa) localizado sob o tálamo, formando uma importante área na região central do diencéfalo, tendo como função regular determinados processos metabólicos e outras atividades autônomas."
"Quando este derrame, ou um trauma, causam insuficiência cardíaca aguda, a condição é denominada {c1::tamponamento} cardíaco.",
"tratamento de doenças como artrite reumatoide, bursite, {c1::tendinite} e câncer.",
"Raides de Bicicleta; Magustos; Participaзгo em Projectos de Intervenção e Sensibilização Ambiental; Rally-paper; Torneios de Futebol; Conferência Sobre o Euro; Dia da Saúde: rastreio visual e auditivo, {c1::tensão arterial}, diabetes e colesterol; Campanhas de Recolha de Natal para entrega a Instituições de Caridade; Espectáculos de Teatro.",
" Parte da Medicina, que trata da escolha e administração dos meios de curar doenças, e da natureza dos remédios. Tratamento das doenças.  {c1::terapêutica}","Exemplo: Ele era considerado por uns um filho de Apolo, por outros uma encarnação do próprio deus, que descera ao mundo dos homens com uma missão terapêutica,Smith, Jonathan Z."
"Termômetro|Termômetro Clínico]]: Thomas Clifford Allbutt, 1866, os termômetros anteriores demoravam uma ou mais horas para estabelecer a temperatura.",
 Emprego terapêutico do calor.  {c1::termoterapia},"Exemplo: lt;ref name=&quot;:3&quot; /&gt; A história da Fisioterapia e de seus precursores se fundamentou em seis pilares: hidroterapia, exercícios terapêuticos, eletroterapia, termoterapia, fototerapia e massagem."
"Como exemplo, uma {c1::tesoura cirúrgica} pode ser lavada, e ela estará apenas limpa.",
" Doença, caracterizada pela rigidez convulsiva dos músculos.  {c1::tétano}","Exemplo: Taxas de imunização de crianças de um ano de idade em 1999 foram estimadas em 22% de tétano, difteria e tosse convulsa e 46% para sarampo."
 Contracção espasmódica dos músculos faciais. Neuralgia facial.  {c1::tique},"Exemplo: Mola de balanço utilizada para regular o fluxo de energia que vem da mola principal, enrola-se e desenrola-se com periodicidade natural permitindo o ajuste fino do tique-taque."
"jpg|thumb|Raio X (em cima), ressonância magnética (a meio), e {c1::tomografia} computorizada tridimensional (em baixo) do abdómen.",
"A {c1::toracocentese} e a drenagem pleural são, portanto procedimentos cirúrgicos com finalidade diagnóstica e terapêutica nas doenças da cavidade pleural.",
" Ciência, que se ocupa dos tóxicos.  {c1::toxicologia}","Exemplo: Algumas matrizes biológicas são utilizadas como alternativas para análises laboratoriais, principalmente em estudos de toxicologia forense, como em casos de corpos carbonizados, por exemplo."
" Substância venenosa, segregada por bactérias.  {c1::toxina}","Exemplo: Outros cultivos transgênicos usados pelos produtores incluem cultivos resistentes a insetos, que possuem um gene da bactéria do solo ''Bacillus thuringiensis'' (Bt), que produz uma toxina específica para insetos."
" Oftalmia, acompanhada de aspereza na parte interior das pálpebras.  {c1::tracoma}","Exemplo: Departamento Nacional de Endemias Rurais (educação sanitária, atividades de saneamento básico, campanhas de vacinação contra a ancilostomose, doença de Chagas, febre amarela, filariose, malária e tracoma)."
"Também não é considerado caça o ato de perseguir animais sem a intenção de matá-los, como na atividade fotográfica de animais silvestres, observação de aves ou atividades de pesquisa científica que envolvam a tranquilização ou marcação de animais ou pássaros (Ver: Ibama).",
 Acto ou efeito de transfundir.  {c1::transfusão},"Exemplo: Luis Agote criou o primeiro método seguro de transfusão de sangue, Enrique Finochietto projetou ferramentas de mesa de operação, tais como as tesouras cirúrgicas que levam seu nome (&quot;tesoura Finochietto&quot;)."
 O mesmo que _transplantação_.  {c1::transplante},"Exemplo: option=com_content&amp;view=article&amp;id=7298:hospital-do-suburbio-e-destaque-em-revista-nacional&amp;catid=1:noticiascidadaousuario&amp;Itemid=14}} Hospital Santo Antônio (fundado por Irmã Dulce); Hospital Sarah Kubitschek; Hospital Manoel Victorino; Hospital Santa Izabel; Hospital Ana Nery, referência nas áreas de cardiologia, cirurgia vascular, hemodiálise e transplante de órgãos;{{citar web|url=http://www."
"Como uma parte importante do trato respiratório, quando obstruída, a traqueia impede que o ar entre nos pulmões e, portanto, uma {c1::traqueostomia} pode ser necessária se a traqueia estiver obstruída.",
"O principal grupo de doenças ósseas, no entanto, é objeto da {c1::traumatologia}, que abrange o diagnóstico e o tratamento de fraturas e outras lesões traumáticas.",
Trichomonas]]: causa uma DST chamada {c1::tricomoníase}.,
"Os ácidos graxos podem ser subsequentemente convertidos em {c1::triglicerídeos}, que serão armazenados no fígado e no tecido adiposo.",
" Coagulação do sangue em qualquer ponto do sistema circulatório, no corpo vivo.  {c1::trombose}",Exemplo: Jornal de Trombose e Haemostasis .
" Disposição orgânica para a formação de tubérculos. Tísica, resultante da formação de tubérculos no pulmão.  {c1::tuberculose}",Exemplo: A incidência de tuberculose em 1999 foi 271 por 100 000 pessoas.
